sentiment	text
neutral	Ставки по автокредиту райффайзен банк http://t.co/wbn5qjy72h
neutral	http://t.co/MG1y6JQmM8 россельхозбанк кострома кредит
neutral	Потребительские кредиты ульяновск втб 24 http://t.co/YIKiO5o61C
neutral	Ваплачиваю кредит сбербанк изменил проценты http://t.co/mv0YmPXD4q
neutral	Льготные автомобили в кредит сбербанк http://t.co/tEaPcL7rHS
neutral	Лавров: санкции против Россельхозбанка создавали условия в пользу европейских производителей
neutral	Потребительский кредит в сбербанк в красноярске http://t.co/NrEqNRS0ur
neutral	Мэрия Перми рассчитывает на кредит в Райффайзенбанке. http://t.co/TxjFe5kRMi
neutral	Кредитование в альфа банк экспресс http://t.co/LpKHZ5vmJ1
neutral	Кредит втб 24 форум http://t.co/Cd31FX46NK
neutral	Райфайзен банк кредит на малый бизнес http://t.co/avsBvr6oaV
neutral	Производит ли сбербанк россии переадресацию кредитов http://t.co/pd9886NOSL
neutral	Потребительский кредитный калькулятор втб 24 http://t.co/x3XaVCzlQI
neutral	Автокредит от альфа банка http://t.co/w124sdUNwa
neutral	Заявление анкета на кредит альфа банка http://t.co/OVK5Vbv6Gn
neutral	Выдача кредитов альфа банком http://t.co/d8Q2xDgY7L
negative	RT @Nelli_Valerevna: @sberbank    Уважаемый сбербанк, хочется искренне пожелать научится нормально работать. и правильно, что против вас вв…
negative	#RuFollowBack Герман Оскарович верните проценты! Хватит воровать у простого народа! Сбербанк в вашем исполнении наглый вор!
neutral	"RT @NEpytin: Крым в составе РФ.Но тем не менее «Газпром»в Крым не идет,""Роснефть"" в Крым не идет,РЖД в Крым не идут, Сбербанк не идет…И это…"
negative	RT @bazoluludem: ВТБ 24 прекратил прием консульских сборов за оформление виз США
negative	RT @xyliladulafu: Оплатить визу в США через ВТБ 24 теперь нельзя
neutral	@sunny_funny49 пытаюсь купить билет в Мадрид)) жду тебя, чтобы узнать, как лучше)) Райффайзеновская
neutral	(Без учёта очереди - у нас был Тигр - и хождения в сбербанк для оплаты пошлины.)
neutral	RT @CMacaloren: выгодный кредит в россельхозбанке калькулятор http://t.co/8ZY5PXNM7W
neutral	мобильный банк сбербанк инструкция баланс карты http://t.co/6FoRTzzACY #карты #инструкция
neutral	бланк доверенности в сбербанк на получение документов http://t.co/wY6AUyGXHG #бланк #доверенности
neutral	Поволжский Сбербанк намерен получить в собственность многоэтажку на площади Урицкого
neutral	Смотрю недвижимость. Дом стоит 67 млн $, @sberbank предлагает ипотеку 400 тысяч рублей в месяц на 30 лет. Заботливый
negative	В июле Россельхозбанк собрал урожай плохих долгов http://t.co/ET2Ij7xzzr
negative	Vedomosti.ru: В июле Россельхозбанк собрал урожай плохих долгов: Просроченная задолженность банка росла рекорд... http://t.co/WjCkUlLd4N
negative	В июле Россельхозбанк собрал урожай плохих долгов
negative	Финансы  В июле Россельхозбанк собрал урожай плохих долгов: Просроченная задолженность банка росла рекордными темпами до рекордных уровней
